comp,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,reportedEPS,taxRate,freeCashFlow,dividend,closePrice
CVX,2021-12-31,USD,45432000000.0,155606000000.0,110174000000.0,110174000000.0,16104000000,32268000000.0,268000000.0,29328000000.0,NA,-712000000.0,4945000000.0,712000000,NA,NA,NA,17013000000,21639000000,5950000000,NA,15689000000.0,NA,22351000000,39364000000.0,15625000000,239535000000.0,33738000000.0,5640000000,5640000000,6795000000.0,18419000000.0,195710000000.0,150629000000.0,NA,4385000000.0,4385000000.0,4385000000.0,NA,41299000000.0,35000000.0,3339000000,NA,99595000000.0,26791000000.0,16454000000,NA,NA,256000000,30664000000.0,449000000.0,30664000000.0,256000000.0,NA,31369000000.0,10081000000,51891000000.0,167378000000.0,-41464000000.0,165546000000.0,1832000000,1920275000,29200000000,NA,NA,NA,NA,17925000000,8100000000,21000000.0,-530000000.0,NA,-5900000000,-23100000000,NA,NA,NA,NA,10200000000,10200000000,NA,NA,NA,NA,-1383000000.0,NA,209000000.0,NA,8.136855398315346,0.2749664956790979,23816223855.07648,5.3100000000000005,117.35
NFG,2022-09-30,USD,902962000.0,2186046000.0,1283084000.0,1283084000.0,814516000,101182000.0,NA,88446000.0,NA,-130357000.0,130357000.0,130357000,NA,-1509000.0,NA,369790000,682650000,116629000,NA,566021000.0,NA,813007000,1182797000.0,566021000,7896262000.0,761131000.0,46048000,46048000,172343000.0,411955000.0,7135131000.0,6566477000.0,NA,NA,NA,5476000.0,NA,95025000.0,46048000.0,130785000,NA,5816366000.0,1942569000.0,178945000,NA,NA,609000000,3873797000.0,NA,2083409000.0,609000000.0,NA,2692409000.0,1104233000,565451000.0,2079896000.0,NA,1587085000.0,91478000,92107066,812521000,NA,NA,NA,NA,369790000,811826000,-168769000.0,3109000.0,NA,-518704000,-276237000,NA,NA,NA,NA,168147000,168147000,NA,NA,NA,NA,-9590000.0,NA,17580000.0,NA,6.145250571763952,0.1708474327986523,401902841.20266604,1.86,61.55
XOM,2022-12-31,USD,103067000000.0,398675000000.0,295608000000.0,295608000000.0,64028000000,10095000000.0,824000000.0,39039000000.0,NA,-798000000.0,10665000000.0,798000000,NA,NA,NA,24040000000,77753000000,20176000000,NA,57577000000.0,NA,78551000000,102591000000.0,55740000000,369067000000.0,97631000000.0,29640000000,29640000000,24435000000.0,41749000000.0,271436000000.0,204692000000.0,NA,16951000000.0,16951000000.0,NA,NA,49793000000.0,-14993000000.0,1807000000,NA,166594000000.0,69045000000.0,33169000000,NA,NA,634000000,97549000000.0,3299000000.0,40559000000.0,634000000.0,NA,41193000000.0,30028000000,34116000000.0,195049000000.0,NA,432860000000.0,15752000000,4205000000,76797000000,NA,NA,NA,NA,24040000000,18407000000,-11019000000.0,-6947000000.0,NA,-14742000000,-39114000000,NA,NA,NA,NA,14939000000,14939000000,NA,NA,NA,NA,-15155000000.0,NA,22941000000.0,NA,13.25564803804994,0.259488379869587,62645928272.864075,3.55,110.3
DEC,2022-12-31,USD,1251199000.0,1919349000.0,668150000.0,668150000.0,-671403000,85223000.0,NA,1922602000.0,NA,-100799000.0,100743000.0,102177000,NA,NA,NA,222257000,-799502000,-178904000,NA,-620598000.0,NA,-698759000,-476502000.0,-625410000,3830928000.0,354222000.0,7329000,7329000,9227000.0,296781000.0,3476706000.0,3018668000.0,NA,21098000.0,21098000.0,NA,NA,NA,NA,40885000,NA,3968652000.0,1131630000.0,90437000,NA,NA,280389000,2837022000.0,28862000.0,1169233000.0,271096000.0,NA,1469191000.0,718897000,5375000.0,-152688000.0,NA,-1133972000.0,11503000,42204000,387764000,NA,NA,NA,NA,222257000,86079000,NA,NA,NA,-386457000,-6536000,NA,NA,NA,NA,143455000,143455000,NA,NA,NA,NA,-34691000.0,NA,NA,NA,-14.818737560420812,0.2237692963870009,80619924.60306537,0.172,1.4
CVX,2022-12-31,USD,73982000000.0,246252000000.0,161735000000.0,161735000000.0,50190000000,33353000000.0,268000000.0,34327000000.0,NA,-516000000.0,8069000000.0,516000000,NA,NA,NA,16300000000,49674000000,14066000000,NA,35608000000.0,NA,50190000000,66490000000.0,35465000000,257709000000.0,50343000000.0,17678000000,17678000000,8247000000.0,20456000000.0,207366000000.0,147853000000.0,NA,4722000000.0,4722000000.0,4722000000.0,NA,45238000000.0,223000000.0,3739000000,NA,97467000000.0,34208000000.0,18955000000,NA,NA,1964000000,63259000000.0,403000000.0,20972000000.0,1964000000.0,NA,23339000000.0,7486000000,41771000000.0,159282000000.0,-48196000000.0,190024000000.0,1832000000,1940277000,49600000000,NA,NA,NA,NA,16319000000,12000000000,153000000.0,-930000000.0,NA,-12100000000,-25000000000,NA,NA,NA,NA,11000000000,11000000000,NA,NA,NA,NA,-11300000000.0,NA,12516000000.0,NA,18.278317992740213,0.2831662439102951,37869886218.14229,5.68,179.49
SHEL,2022-12-31,USD,78779000000.0,381314000000.0,302535000000.0,302535000000.0,63109000000,12883000000.0,1075000000.0,15670000000.0,NA,-2783000000.0,398000000.0,5346000000,NA,NA,NA,22393000000,64815000000,21941000000,NA,42873000000.0,NA,70161000000,92554000000.0,42309000000,443024000000.0,165938000000.0,40246000000,40246000000,31894000000.0,39540000000.0,277086000000.0,198642000000.0,NA,9662000000.0,9662000000.0,16039000000.0,NA,NA,23864000000.0,54258000000,NA,250427000000.0,121311000000.0,42632000000,NA,NA,9001000000,129116000000.0,27643000000.0,51532000000.0,4620000000.0,NA,83795000000.0,64809000000,NA,190472000000.0,NA,169482000000.0,584000000,3705250000,68413000000,NA,NA,NA,NA,22393000000,22600000000,NA,-8360000000.0,NA,-22448000000,-41954000000,NA,NA,NA,NA,7405000000,7405000000,NA,NA,NA,NA,-19030000000.0,NA,NA,NA,11.418662708319276,0.33851731852194705,49501286415.18167,1.98,56.95
NFG,2023-09-30,USD,847847000.0,2173771000.0,1325924000.0,1325924000.0,755147000,NA,NA,92700000.0,NA,-131886000.0,131886000.0,131886000,NA,NA,NA,409573000,641399000,164533000,NA,476866000.0,NA,773285000,1182858000.0,476866000,8280260000.0,414428000.0,55447000,55447000,81498000.0,222144000.0,7865832000.0,7299862000.0,NA,NA,NA,5476000.0,NA,73976000.0,42242000.0,55339000,NA,5316884000.0,806312000.0,152193000,NA,NA,287500000,4510572000.0,NA,2384485000.0,287500000.0,NA,2671985000.0,316852000,564948000.0,2963376000.0,NA,1885856000.0,91819000,92285918,1237075000,NA,NA,NA,NA,409573000,1009868000,NA,-8406000.0,NA,-1112347000,-206999000,NA,NA,NA,NA,176096000,176096000,NA,NA,NA,NA,-6709000.0,NA,NA,NA,5.167267231388434,0.25652207128480087,222782330.1065328,1.94,51.91
SHEL,2023-12-31,USD,47207000000.0,316620000000.0,269413000000.0,269413000000.0,30737000000,13433000000.0,1287000000.0,16470000000.0,NA,-1789000000.0,2163000000.0,4628000000,NA,NA,NA,23106000000,32627000000,12991000000,NA,29571000000.0,NA,37255000000,60361000000.0,19359000000,406270000000.0,134115000000.0,38774000000,38774000000,26019000000.0,36461000000.0,272155000000.0,NA,NA,10253000000.0,10253000000.0,16660000000.0,NA,NA,4912000000.0,32861000000,NA,217908000000.0,95467000000.0,34591000000,NA,NA,10009000000,122441000000.0,27709000000.0,48544000000.0,5288000000.0,NA,81639000000.0,44340000000,NA,186607000000.0,NA,165915000000.0,544000000,3399900000,54191000000,NA,NA,NA,NA,23106000000,22993000000,NA,6325000000.0,NA,-17734000000,-38235000000,NA,NA,NA,NA,8393000000,8393000000,NA,NA,NA,NA,-15506000000.0,NA,NA,NA,5.693990999735286,0.398167162166304,39242282373.49435,2.474,65.8
CVX,2023-12-31,USD,60391000000.0,196913000000.0,136522000000.0,136522000000.0,33790000000,4141000000.0,320000000.0,26601000000.0,NA,-469000000.0,4662000000.0,469000000,NA,NA,NA,17762000000,29584000000,8173000000,NA,21411000000.0,NA,30053000000,47815000000.0,21369000000,261632000000.0,41128000000.0,8178000000,8178000000,8612000000.0,19921000000.0,220504000000.0,159041000000.0,NA,NA,NA,4722000000.0,NA,46812000000.0,45000000.0,4372000000,NA,99703000000.0,32258000000.0,20423000000,NA,NA,529000000,67445000000.0,574000000.0,19733000000.0,529000000.0,NA,20836000000.0,7655000000,24226000000.0,160957000000.0,NA,200025000000.0,1832000000,1880307000,35609000000,NA,NA,NA,NA,17326000000,15829000000,NA,-320000000.0,NA,-15232000000,-30109000000,NA,NA,NA,NA,11336000000,11336000000,NA,NA,NA,NA,-14939000000.0,NA,NA,NA,11.364633541224917,0.2762641968631693,20716432091.671173,6.04,149.16
DEC,2023-12-31,USD,203155000.0,868263000.0,665108000.0,665108000.0,1161051000,17794000.0,NA,-957896000.0,NA,-134166000.0,134166000.0,134166000,NA,NA,NA,224546000,1000344000,240643000,NA,759701000.0,NA,1134510000,1359056000.0,758018000,3474022000.0,304598000.0,3753000,3753000,7829000.0,190207000.0,3169424000.0,2946583000.0,NA,19351000.0,19351000.0,NA,NA,NA,41888165.0,102809000,NA,2875612000.0,638440000.0,49487000,NA,NA,211385000,2237172000.0,31122000.0,1075805000.0,200822000.0,NA,1307749000.0,327342000,2224000.0,585806000.0,NA,-547255000.0,12897000,47514000,410132000,NA,NA,NA,NA,224546000,74252000,NA,NA,NA,-239369000,-174339000,NA,NA,NA,NA,168041000,168041000,NA,NA,NA,NA,-11048000.0,NA,NA,NA,15.95357157890306,0.2405602472749374,272653993.86411077,0.176,15.0
XOM,2023-12-31,USD,84142000000.0,334697000000.0,250555000000.0,250555000000.0,44461000000,10891000000.0,879000000.0,39681000000.0,NA,-849000000.0,5536000000.0,849000000,NA,NA,NA,20641000000,52783000000,15429000000,NA,37354000000.0,NA,53632000000,74273000000.0,36010000000,376317000000.0,96609000000.0,31539000000,31539000000,25120000000.0,38015000000.0,279708000000.0,221789000000.0,NA,NA,NA,NA,NA,34257000000.0,-29000000.0,1935000000,NA,163779000000.0,65316000000.0,31249000000,NA,NA,4090000000,98463000000.0,3838000000.0,33645000000.0,4090000000.0,NA,41573000000.0,26788000000,24228000000.0,204802000000.0,NA,453927000000.0,17781000000,4052000000,55369000000,NA,NA,NA,NA,20641000000,21919000000,NA,-3472000000.0,NA,-20044000000,-33527000000,NA,NA,NA,NA,14941000000,14941000000,NA,NA,NA,NA,-17748000000.0,NA,NA,NA,8.886969397828233,0.29231002406077716,35925828789.5724,3.68,99.98
NFG,2024-09-30,USD,817704000.0,1944810000.0,1127106000.0,1127106000.0,209724000,NA,NA,607980000.0,NA,-138695000.0,133395000.0,138695000,NA,NA,NA,457026000,87255000,9742000,NA,77513000.0,NA,225950000,682976000.0,77513000,8319770000.0,355919000.0,38222000,38222000,82725000.0,178245000.0,7963851000.0,7339205000.0,NA,NA,NA,5476000.0,NA,81705000.0,-87905000.0,56727000,NA,5471427000.0,1095892000.0,165068000,NA,NA,590700000,4375535000.0,NA,2188243000.0,590700000.0,NA,2778943000.0,284486000,563965000.0,2848343000.0,NA,1727326000.0,91006000,92345000,1065961000,NA,NA,NA,NA,457026000,931236000,NA,1738000.0,NA,-933905000,-149281000,NA,NA,NA,NA,183798000,183798000,NA,NA,NA,NA,-68042000.0,NA,NA,NA,0.8393849152634144,0.11164976219127844,255265736.2328806,2.02,60.61
CVX,2024-12-31,USD,56926000000.0,193414000000.0,136488000000.0,136488000000.0,29099000000,4834000000.0,353000000.0,27827000000.0,NA,-594000000.0,4002000000.0,594000000,NA,NA,NA,17711000000,27506000000,9757000000,NA,17749000000.0,NA,28100000000,45811000000.0,17661000000,256938000000.0,40911000000.0,6781000000,6781000000,9074000000.0,20684000000.0,216027000000.0,153114000000.0,NA,NA,NA,4578000000.0,NA,47438000000.0,4000000.0,4368000000,NA,103781000000.0,38558000000.0,22079000000,NA,NA,4406000000,65223000000.0,604000000.0,19589000000.0,4348000000.0,NA,24541000000.0,8486000000,22094000000.0,152318000000.0,NA,205852000000.0,1832000000,1817000000,31492000000,NA,NA,NA,NA,16196000000,16448000000,NA,-574000000.0,NA,-8936000000,-23472000000,NA,NA,NA,NA,11800000000,11800000000,NA,NA,NA,NA,-15400000000.0,NA,NA,NA,9.719867914144194,0.35472260597687777,22939294772.049736,6.52,144.84
SHEL,2024-12-31,USD,45941000000.0,284312000000.0,238371000000.0,238371000000.0,29992000000,12439000000.0,1099000000.0,15949000000.0,NA,-2486000000.0,2372000000.0,4858000000,NA,NA,NA,26872000000,29922000000,13401000000,NA,16521000000.0,NA,34780000000,61652000000.0,16093000000,387609000000.0,127926000000.0,39110000000,39110000000,23426000000.0,31230000000.0,259683000000.0,NA,NA,9480000000.0,9480000000.0,16032000000.0,NA,NA,NA,34160000000,NA,207441000000.0,95034000000.0,29767000000,NA,NA,11650000000,112407000000.0,28702000000.0,41456000000.0,6920000000.0,NA,77142000000.0,45530000000,NA,178307000000.0,NA,158834000000.0,510000000,3181850000,54687000000,NA,NA,NA,NA,26872000000,19601000000,NA,1273000000.0,NA,-15155000000,-38434000000,NA,NA,NA,NA,8668000000,8668000000,NA,NA,NA,NA,-14687000000.0,NA,NA,NA,5.057749422505775,0.44786444756366556,42214274513.73571,2.752,62.65
XOM,2024-12-31,USD,76742000000.0,339247000000.0,262505000000.0,262505000000.0,39652000000,9976000000.0,987000000.0,37090000000.0,NA,-996000000.0,5198000000.0,996000000,NA,NA,NA,23442000000,48873000000,13810000000,NA,35063000000.0,NA,49869000000,73311000000.0,33680000000,453475000000.0,91990000000.0,23029000000,23029000000,23524000000.0,43681000000.0,361485000000.0,301441000000.0,NA,19967000000.0,19967000000.0,NA,NA,34353000000.0,NA,1756000000,NA,182869000000.0,70307000000.0,36145000000,NA,NA,4955000000,112562000000.0,3951000000.0,32804000000.0,4955000000.0,NA,41710000000.0,29207000000,25719000000.0,263705000000.0,NA,470903000000.0,46238000000,4298000000,55022000000,NA,NA,NA,NA,23442000000,24306000000,NA,-1812000000.0,NA,-19938000000,-42789000000,NA,NA,NA,NA,16704000000,16704000000,NA,NA,NA,NA,-19629000000.0,NA,NA,NA,7.83620288506282,0.2825691076872711,35798561168.74348,3.84,107.57
DEC,2024-12-31,USD,109455000.0,794841000.0,685386000.0,685386000.0,-43026000,22375000.0,NA,152481000.0,NA,-137643000.0,137643000.0,137643000,NA,NA,NA,256484000,-223952000,-136951000,NA,-87001000.0,NA,-86309000,170175000.0,-88272000,4003525000.0,304264000.0,5990000,5990000,9591000.0,234421000.0,3699261000.0,3355242000.0,NA,15180000.0,15180000.0,NA,NA,NA,NA,54262000,NA,3538969000.0,759960000.0,209462000,NA,NA,223239000,2779009000.0,44600000.0,1483779000.0,209463000.0,NA,1737842000.0,293761000,5384000.0,452677000.0,NA,-724960000.0,13762000,47561000,345663000,NA,NA,NA,NA,256484000,52100000,NA,NA,NA,-272916000,-70510000,NA,NA,NA,NA,83864000,83864000,NA,NA,NA,NA,-21130000.0,NA,NA,NA,-1.8559744328336243,0.6115194327355862,126218630.71997571,1.745,16.8
NFG,2025-09-30,USD,1506235000.0,2277541000.0,771306000.0,771306000.0,813459000,NA,NA,692776000.0,NA,-155834000.0,155334000.0,155834000,NA,NA,NA,456594000,694053000,175549000,NA,518504000.0,NA,849887000,1306481000.0,518504000,8719104000.0,410727000.0,43166000,43166000,89782000.0,197020000.0,8308376999.0,7712642000.0,NA,NA,NA,5476000.0,NA,68346000.0,NA,80759000,NA,5624500000.0,925764000.0,184046000,NA,NA,450200000,4698736000.0,NA,2382861000.0,450200000.0,NA,2833061000.0,274330000,542239000.0,3094604000.0,NA,2012529000.0,90379000,91227473,1100027000,NA,NA,NA,NA,456594000,912821000,NA,-7147000.0,NA,-891700000,-203383000,NA,NA,NA,NA,188438000,188438000,NA,NA,NA,NA,-59088000.0,NA,NA,NA,5.683638743342151,0.25293313334860595,324745418.0977533,2.1,92.37
